fp,fn,tp,tn,fpr,fnr,recall,precision,accuracy,month,year,day
83,47,3008,2972,0.015384615384615385,0.02716857610474632,0.9846153846153847,0.9731478485926884,0.9787,08,2014,0
197,220,6323,6346,0.033623720006113404,0.030108512914565184,0.9663762799938866,0.9697852760736196,0.9681,08,2014,1
185,14,5810,5639,0.002403846153846154,0.03176510989010989,0.9975961538461539,0.969140950792327,0.9829,08,2014,2
118,166,4420,4468,0.03619712167466201,0.02573048408198866,0.963802878325338,0.9739973556632878,0.969,08,2014,3
83,47,3008,2972,0.015384615384615385,0.02716857610474632,0.9846153846153847,0.9731478485926884,0.9787,08,2014,4
192,21,5063,4892,0.004130605822187254,0.03776553894571204,0.9958693941778127,0.9634633682207422,0.9791,08,2014,5
120,22,3282,3184,0.006658595641646489,0.03631961259079903,0.9933414043583535,0.9647266313932981,0.9785,08,2014,6
