fp,fn,tp,tn,fpr,fnr,recall,precision,accuracy,month,year,day
303,1448,3965,5110,0.26750415665989286,0.05597635322372067,0.7324958433401072,0.9290065604498594,0.8383,02,2014,0
232,312,4350,4430,0.06692406692406692,0.049764049764049766,0.9330759330759331,0.9493670886075949,0.9417,02,2014,1
78,161,1139,1222,0.12384615384615384,0.06,0.8761538461538462,0.9359079704190633,0.9081,02,2014,2
256,40,5891,5675,0.006744225257123588,0.04316304164559096,0.9932557747428764,0.9583536684561574,0.975,02,2014,3
348,1879,5126,6657,0.26823697359029264,0.04967880085653105,0.7317630264097074,0.9364267446108878,0.841,02,2014,4
303,1448,3965,5110,0.26750415665989286,0.05597635322372067,0.7324958433401072,0.9290065604498594,0.8383,02,2014,5
145,44,2933,2832,0.014779979845482029,0.04870675176352032,0.9852200201545179,0.9528914879792073,0.9683,02,2014,6
