fp,fn,tp,tn,fpr,fnr,recall,precision,accuracy,month,year,day
135,693,2465,3023,0.2194426852438252,0.04274857504749842,0.7805573147561748,0.948076923076923,0.8689,03,2014,0
100,258,2300,2458,0.10086004691164972,0.039093041438623924,0.8991399530883503,0.9583333333333334,0.93,03,2014,1
30,8,1048,1026,0.007575757575757576,0.028409090909090908,0.9924242424242424,0.9721706864564007,0.982,03,2014,2
99,72,2936,2909,0.023936170212765957,0.03291223404255319,0.976063829787234,0.9673805601317957,0.9716,03,2014,3
175,313,3382,3520,0.08470906630581868,0.04736129905277402,0.9152909336941814,0.9508012369974698,0.934,03,2014,4
150,177,3245,3272,0.05172413793103448,0.043834015195791935,0.9482758620689655,0.9558173784977909,0.9522,03,2014,5
72,8,1815,1751,0.004388370817334065,0.039495337356006584,0.9956116291826659,0.9618441971383148,0.9781,03,2014,6
