fp,fn,tp,tn,fpr,fnr,recall,precision,accuracy,month,year,day
415,192,14958,14735,0.012673267326732674,0.027392739273927394,0.9873267326732673,0.9730046184869576,0.98,09,2014,0
139,50,4973,4884,0.009954210631096954,0.027672705554449534,0.9900457893689031,0.9728090766823161,0.9812,09,2014,1
85,30,2021,1966,0.01462701121404193,0.04144319843978547,0.985372988785958,0.959639126305793,0.972,09,2014,2
212,74,6069,5931,0.012046231482988768,0.034510825329643495,0.9879537685170112,0.9662474128323515,0.9767,09,2014,3
212,74,6069,5931,0.012046231482988768,0.034510825329643495,0.9879537685170112,0.9662474128323515,0.9767,09,2014,4
198,17,5865,5684,0.002890173410404624,0.033662019721183274,0.9971098265895953,0.9673428995546759,0.9817,09,2014,5
113,57,3167,3111,0.017679900744416874,0.03504962779156327,0.9823200992555832,0.9655487804878049,0.9736,09,2014,6
