corrects,samples,fp,fn,fnr,fpr,tp,tn,recall,precision,accuracy,month,year,day
8512,8954,46,396,0.08845208845208845,0.01027473754746482,4081,4431,0.9115479115479116,0.9888538890235038,0.95064,01,2014,0
13364,13430,57,9,0.001340282948622487,0.008488458674609085,6706,6658,0.9986597170513775,0.9915717876681945,0.99509,01,2014,1
5495,5566,29,42,0.015091627739849083,0.010420409629895796,2741,2754,0.9849083722601509,0.9895306859205776,0.98724,01,2014,2
64190,77064,360,12514,0.32476902314958994,0.009342883836810962,26018,38172,0.67523097685041,0.9863522632496777,0.83294,01,2014,3
5360,5450,25,65,0.023853211009174313,0.009174311926605505,2660,2700,0.9761467889908257,0.9906890130353817,0.98349,01,2014,4
11406,11476,45,25,0.00435691878703381,0.007842453816660858,5713,5693,0.9956430812129662,0.9921847863841612,0.9939,01,2014,5
4670,4720,30,20,0.00847457627118644,0.012711864406779662,2340,2330,0.9915254237288136,0.9873417721518988,0.98941,01,2014,6
