fp,fn,tp,tn,fnr,fpr,rejection_vote,rejection_rate,month,year,day
411,65,5668,5433,0.011337868480725623,0.07032854209445585,159,0.0135480572597137,Jul,2014,0
125,13,3075,2896,0.0042098445595854924,0.04137702747434624,67,0.010848445595854923,Jul,2014,1
137,321,4643,4910,0.06466559226430298,0.027144838517931445,279,0.027113702623906704,Jul,2014,2
343,2353,7131,9106,0.24810206663854914,0.03630013758069637,41,0.0021608516917887635,Jul,2014,3
217,159,5651,5560,0.027366609294320138,0.037562748831573484,39,0.003354550146223981,Jul,2014,4
475,193,10955,10658,0.017312522425547185,0.042665948082277916,41,0.0018367529791237344,Jul,2014,5
144,6,3805,3612,0.001574389923904487,0.038338658146964855,55,0.007215953817895565,Jul,2014,6
