fp,fn,tp,tn,fnr,fpr,rejection_vote,rejection_rate,month,year,day
434,7,6211,5837,0.0011257639112254745,0.06920746292457343,113,0.008966830661799714,Dec,2014,0
2547,100,35354,32607,0.0028205562136853386,0.072452636968766,336,0.004736129905277402,Dec,2014,1
7276,21,8376,800,0.002500893176134334,0.9009410599306588,333,0.019814352017136737,Dec,2014,2
393,44,6170,5795,0.007080785323463148,0.06351001939237233,200,0.01587049674654817,Dec,2014,3
505,1734,6427,7554,0.212473961524323,0.06266286139719568,102,0.006249234162480089,Dec,2014,4
2948,958,50156,47492,0.018742418906757444,0.0584456780333069,696,0.006806845965770171,Dec,2014,5
452,638,7637,7760,0.07709969788519637,0.05504140282513395,63,0.0038066465256797583,Dec,2014,6
