precision,recall,fpr,fnr,fp,tn,fn,tp,mean_accuracy,mean_std,month,test_year
0.9560029116806069,0.7214248751049944,0.031804675495890736,0.27857512489500563,479.1666666666667,11530.333333333334,4148.666666666667,7860.833333333333,0.8448100000000002,0.07101595567194742,Jan,2014
0.9648440461049947,0.7050113888220856,0.024955909492783635,0.2949886111779144,119.0,4886.8,1305.0,3700.8,0.8400259999999999,0.07552301059941931,Feb,2014
0.9675784033676939,0.6876796814757525,0.02261714326844441,0.3123203185242475,102.85714285714286,4427.857142857143,1477.4285714285713,3053.285714285714,0.8325328571428573,0.08491733091940766,Mar,2014
0.978271706830433,0.6801397640114564,0.014869470723405945,0.3198602359885437,77.28571428571429,5301.714285714285,1761.4285714285713,3617.5714285714284,0.8326357142857143,0.06553857333844013,Apr,2014
0.961618046569316,0.4505384609060646,0.015638325989546373,0.5494615390939354,122.2,8116.2,5384.2,2854.2,0.717448,0.12364297764127168,May,2014
0.9697321717267382,0.6853466465325578,0.020384839740097284,0.3146533534674421,226.83333333333334,10368.166666666666,4063.0,6532.0,0.83248,0.07932608978135755,Jun,2014
0.9792511416658671,0.7905906342828279,0.01663152995158513,0.20940936571717214,90.0,5233.166666666667,1167.0,4156.166666666667,0.8869799999999999,0.0542468705088137,Jul,2014
0.9823183036068961,0.6933499787552168,0.012403047917312933,0.30665002124478324,68.4,5785.4,1877.2,3976.6,0.8404719999999999,0.05735181880289412,Aug,2014
0.9768896434174299,0.6680077106946009,0.015689152852810157,0.33199228930539915,109.5,6945.75,2380.75,4674.5,0.8261575,0.037830795546309436,Sep,2014
0.9716116161639428,0.7913687102069994,0.022466360622171447,0.20863128979300052,132.16666666666666,5753.5,1225.3333333333333,4660.333333333333,0.8844499999999998,0.054647539011377255,Oct,2014
0.8627737365937852,0.22964477937674604,0.022480255857047386,0.770355220623254,785.4285714285714,33321.142857142855,29548.571428571428,4558.0,0.6035828571428572,0.10242493148875517,Nov,2014
0.8426339073698689,0.4885112830874862,0.10322508670488821,0.5114887169125139,1291.1666666666667,18667.333333333332,12357.166666666666,7601.333333333333,0.6926433333333333,0.12488611815036393,Dec,2014
