fp,fn,tp,tn,fnr,fpr,rejection_vote,rejection_rate,month,year,day
337,7,5641,5070,0.0012393767705382436,0.06232661364897355,681,0.05802658486707567,Jul,2014,0
114,7,3005,2943,0.0023240371845949536,0.03729146221786065,107,0.017325129533678756,Jul,2014,1
102,32,4886,4556,0.0065067100447336315,0.021897810218978103,714,0.06938775510204082,Jul,2014,2
246,20,9094,9035,0.0021944261575597983,0.026505764465036094,579,0.03051544218404132,Jul,2014,3
186,99,5513,5348,0.017640769779044902,0.033610408384531984,480,0.04128677103044899,Jul,2014,4
454,24,11084,10576,0.0021606049693914295,0.04116047144152312,184,0.008242988979482125,Jul,2014,5
128,4,3780,3636,0.0010570824524312897,0.03400637619553666,74,0.009708737864077669,Jul,2014,6
