fp,fn,tp,tn,fnr,fpr,rejection_vote,rejection_rate,month,year,day
389,91,6182,5839,0.014506615654391838,0.06245985870263327,101,0.008014600857006825,Dec,2014,0
1581,17,35201,32202,0.000482707706286558,0.046798685729508925,1943,0.027387798827244025,Dec,2014,1
6979,2,8391,302,0.00023829381627546765,0.9585221810190908,1132,0.0673568963465429,Dec,2014,2
379,7,6193,5832,0.0011290322580645162,0.06102076960231847,191,0.0151563243929535,Dec,2014,3
452,1701,6362,7340,0.21096366116829965,0.058008213552361396,467,0.028611689743903934,Dec,2014,4
2586,536,50271,47782,0.010549727399767748,0.05134212198221093,1075,0.010513447432762836,Dec,2014,5
418,49,8127,7758,0.0059931506849315065,0.0511252446183953,198,0.011963746223564956,Dec,2014,6
