fp,fn,tp,tn,fpr,fnr,recall,precision,accuracy,month,year,day
75,115,2940,2980,0.03764320785597381,0.024549918166939442,0.9623567921440261,0.9751243781094527,0.9689,08,2014,0
159,1212,5331,6384,0.18523613021549748,0.024300779458963778,0.8147638697845025,0.9710382513661202,0.8952,08,2014,1
167,222,5602,5657,0.03811813186813187,0.028674450549450548,0.9618818681318682,0.9710521754203502,0.9666,08,2014,2
110,1634,2952,4476,0.35630178805058876,0.02398604448320977,0.6436982119494112,0.9640757674722403,0.8099,08,2014,3
75,115,2940,2980,0.03764320785597381,0.024549918166939442,0.9623567921440261,0.9751243781094527,0.9689,08,2014,4
162,263,4821,4922,0.0517309205350118,0.031864673485444535,0.9482690794649882,0.9674894641782059,0.9582,08,2014,5
98,379,2925,3206,0.11470944309927361,0.029661016949152543,0.8852905569007264,0.9675818723122726,0.9278,08,2014,6
