fp,fn,tp,tn,fpr,fnr,recall,precision,accuracy,month,year,day
244,654,3823,4233,0.14607996426178244,0.05450078177350905,0.8539200357382175,0.9400049176297025,0.8997,01,2014,0
281,2183,4532,6434,0.32509307520476544,0.041846612062546536,0.6749069247952345,0.9416164554332017,0.8165,01,2014,1
148,91,2692,2635,0.03269852676967301,0.0531800215594682,0.967301473230327,0.9478873239436619,0.9571,01,2014,2
2502,13018,25514,36030,0.3378490605211253,0.06493304266583619,0.6621509394788747,0.9106938892061679,0.7986,01,2014,3
124,737,1988,2601,0.2704587155963303,0.045504587155963304,0.7295412844036697,0.9412878787878788,0.842,01,2014,4
264,58,5680,5474,0.010108051585918439,0.04600906239107703,0.9898919484140816,0.955585464333782,0.9719,01,2014,5
125,67,2293,2235,0.028389830508474576,0.05296610169491525,0.9716101694915255,0.9483043837882548,0.9593,01,2014,6
