fp,fn,tp,tn,fpr,fnr,recall,precision,accuracy,month,year,day
139,309,3145,3315,0.08946149392009264,0.040243196294151705,0.9105385060799074,0.957673568818514,0.9351,06,2014,0
1187,4426,24001,27240,0.15569704858057482,0.041756076969078695,0.8443029514194252,0.9528743846276004,0.9013,06,2014,1
930,2716,9582,11368,0.22084891852333713,0.07562205236623841,0.7791510814766629,0.9115296803652968,0.8518,06,2014,2
159,534,4294,4669,0.11060480530240265,0.032932891466445735,0.8893951946975973,0.9642937345609701,0.9282,06,2014,3
139,309,3145,3315,0.08946149392009264,0.040243196294151705,0.9105385060799074,0.957673568818514,0.9351,06,2014,4
2273,5069,31118,33914,0.1400779285378727,0.06281261226407274,0.8599220714621273,0.9319277649666078,0.8986,06,2014,5
139,309,3145,3315,0.08946149392009264,0.040243196294151705,0.9105385060799074,0.957673568818514,0.9351,06,2014,6
