fp,fn,tp,tn,fpr,fnr,recall,precision,accuracy,month,year,day
142,771,3506,4135,0.18026654196866962,0.03320084171148001,0.8197334580313304,0.9610745614035088,0.8933,10,2014,0
135,1282,3077,4224,0.2941041523285157,0.030970406056434963,0.7058958476714843,0.9579701120797012,0.8375,10,2014,1
2738,2075,87027,86364,0.02328791721846872,0.030728827635743305,0.9767120827815313,0.9694981340165989,0.973,10,2014,2
187,598,5139,5550,0.10423566323862646,0.03259543315321597,0.8957643367613736,0.9648892226811866,0.9316,10,2014,3
277,1007,6994,7724,0.12585926759155106,0.034620672415948,0.8741407324084489,0.9619034520698666,0.9198,10,2014,4
164,307,4471,4614,0.06425282544997907,0.03432398493093344,0.9357471745500209,0.9646170442286948,0.9507,10,2014,5
135,1282,3077,4224,0.2941041523285157,0.030970406056434963,0.7058958476714843,0.9579701120797012,0.8375,10,2014,6
