fp,fn,tp,tn,fpr,fnr,recall,precision,accuracy,month,year,day
285,489,5379,5583,0.08333333333333333,0.04856850715746421,0.9166666666666666,0.9496822033898306,0.934,07,2014,0
86,312,2776,3002,0.10103626943005181,0.027849740932642485,0.8989637305699482,0.9699510831586303,0.9356,07,2014,1
80,936,4209,5065,0.18192419825072886,0.015549076773566569,0.8180758017492712,0.9813476334809978,0.9013,07,2014,2
251,851,8636,9236,0.08970169705913356,0.02645725729946242,0.9102983029408664,0.9717564982558794,0.9419,07,2014,3
148,1729,4084,5665,0.2974367796318596,0.02546017546877688,0.7025632203681403,0.9650283553875236,0.8386,07,2014,4
359,1530,9631,10802,0.1370844906370397,0.032165576561240035,0.8629155093629604,0.9640640640640641,0.9154,07,2014,5
109,121,3690,3702,0.031750196798740485,0.028601416950931515,0.9682498032012595,0.9713082390102659,0.9698,07,2014,6
