fp,fn,tp,tn,fnr,fpr,rejection_vote,rejection_rate,month,year,day
80,667,2920,4621,0.1859492612210761,0.017017655817911082,2538,0.23443561795677073,Feb,2014,0
41,29,1322,4086,0.02146558105107328,0.009934577174703174,3846,0.4124839124839125,Feb,2014,1
25,112,819,1116,0.12030075187969924,0.021910604732690624,528,0.20307692307692307,Feb,2014,2
59,4,5547,5192,0.0007205908845253108,0.011235955056179775,1060,0.08936098465688753,Feb,2014,3
112,684,3925,6102,0.14840529399001953,0.018023817186997103,3187,0.22748037116345468,Feb,2014,4
80,667,2920,4621,0.1859492612210761,0.017017655817911082,2538,0.23443561795677073,Feb,2014,5
23,10,2190,2537,0.004545454545454545,0.008984375,1194,0.200537453812563,Feb,2014,6
