precision,recall,fpr,fnr,fp,tn,fn,tp,mean_accuracy,mean_std,month,test_year
0.8902072786473023,0.7910750048059719,0.09488250245993107,0.20892499519402796,0.09488250245993107,9302.2,2393.76,7887.04,0.8480964,0.07579043441622432,Jan,2016
0.8927990875021148,0.8378453657363647,0.099610827742202,0.16215463426363536,0.099610827742202,7499.086956521739,1395.391304347826,6931.782608695652,0.8691165217391305,0.05709175012912395,Feb,2016
0.9227548643335087,0.8485912232068655,0.06991585084469365,0.15140877679313466,0.06991585084469365,5841.304347826087,1064.608695652174,5225.304347826087,0.8893378260869566,0.054863495891375035,Mar,2016
0.918581825655463,0.7832110455721918,0.0690454101439189,0.21678895442780807,0.0690454101439189,7411.173913043478,1736.5217391304348,6206.391304347826,0.8570821739130435,0.04268392777748825,Apr,2016
0.9156253770597599,0.8175929617016501,0.07498292003497141,0.1824070382983498,0.07498292003497141,7937.304347826087,1673.304347826087,6877.260869565217,0.8713056521739131,0.050546017451794885,May,2016
0.896596627370085,0.7678126138885379,0.08749070255184885,0.232187386111462,0.08749070255184885,7570.95652173913,2057.217391304348,6174.869565217391,0.8401613043478259,0.07259217139761934,Jun,2016
0.8867277917787522,0.8345338236367666,0.10753338611351049,0.1654661763632334,0.10753338611351049,9236.652173913044,1962.4347826086957,8284.304347826086,0.8635004347826087,0.041897952377636966,Jul,2016
0.8936475859645863,0.8967543317872034,0.1065297106491956,0.10324566821279647,0.1065297106491956,6400.391304347826,846.3913043478261,6278.652173913043,0.895110434782609,0.0344857039521466,Aug,2016
0.8656324278802603,0.91517109567444,0.14327965266971449,0.08482890432555998,0.14327965266971449,4890.130434782609,425.2173913043478,5255.347826086957,0.8859447826086957,0.054502611269349896,Sep,2016
0.772144601018394,0.9435735453141356,0.32733568874343816,0.0564264546858644,0.32733568874343816,8475.173913043478,393.60869565217394,10508.739130434782,0.8081182608695651,0.15203984811561658,Oct,2016
0.7167897400445608,0.932004758555976,0.4296980220785547,0.06799524144402394,0.4296980220785547,5223.260869565217,422.9130434782609,7829.695652173913,0.7511526086956523,0.1573613518514687,Nov,2016
0.7860564995506923,0.9446027826499425,0.2570158157605978,0.05539721735005756,0.2570158157605978,3790.5652173913045,308.60869565217394,4801.608695652174,0.8437926086956523,0.030932943341920545,Dec,2016
