fp,fn,tp,tn,fnr,fpr,rejection_vote,rejection_rate,month,year,day
46,12,262,2841,0.043795620437956206,0.01593349497748528,2949,0.4826513911620295,Aug,2014,0
123,159,5792,6075,0.026718198622080323,0.01984511132623427,937,0.07160324010392786,Aug,2014,1
77,0,2003,0,0.0,1.0,9568,0.8214285714285714,Aug,2014,2
85,151,1677,4225,0.0826039387308534,0.019721577726218097,3034,0.33078935891844746,Aug,2014,3
60,12,2941,2859,0.004063664070436844,0.020554984583761562,238,0.03895253682487725,Aug,2014,4
103,0,4268,0,0.0,1.0,5797,0.5701219512195121,Aug,2014,5
90,15,2948,3073,0.005062436719541006,0.028453999367688904,482,0.07294188861985472,Aug,2014,6
