fp,fn,tp,tn,fnr,fpr,rejection_vote,rejection_rate,month,year,day
143,7,3275,5784,0.0021328458257160268,0.024126877003543108,3393,0.26924297730518965,Dec,2014,0
797,15,33138,33076,0.000452447742285766,0.023529064446609394,3918,0.055226657645466845,Dec,2014,1
567,2,211,20,0.009389671361502348,0.9659284497444633,16006,0.9523979531119838,Dec,2014,2
0,0,0,0,0,0,12602,1.0,Dec,2014,3
14,1700,258,5653,0.8682328907048008,0.0024704429151226398,8697,0.5328391128538169,Dec,2014,4
253,5,1572,5,0.0031705770450221942,0.9806201550387597,100415,0.9820537897310514,Dec,2014,5
178,6,5415,7104,0.0011068068622025456,0.02444383411150783,3847,0.23244712990936556,Dec,2014,6
