fp,fn,tp,tn,fnr,fpr,rejection_vote,rejection_rate,month,year,day
71,72,3249,3796,0.02168021680216802,0.018360486164985777,1366,0.1596913724573299,Oct,2014,0
98,868,2158,3915,0.2868473231989425,0.02442063294293546,1679,0.1925900435879789,Oct,2014,1
1820,208,6346,79979,0.031736344217271895,0.022249660753798948,89851,0.5042030481919598,Oct,2014,2
105,34,4087,5106,0.008250424654210144,0.020149683362118594,2142,0.18668293533205507,Oct,2014,3
159,21,5883,7143,0.003556910569105691,0.021774856203779787,2796,0.17472815898012747,Oct,2014,4
91,7,4137,4212,0.0016891891891891893,0.021148036253776436,1109,0.11605274173294265,Oct,2014,5
98,868,2158,3915,0.2868473231989425,0.02442063294293546,1679,0.1925900435879789,Oct,2014,6
